1 6 9801620 1.42431149652705e+19 0 914111 28
0 10 1578169 545222295518445648 0 183129 27
1 1 4416314 1.42431149652705e+19 5 441611 22
0 5 4868816 545222295518445632 3 567209 23
0 8 17634357 545222295518445880 0 349938 16
1 0 1761052 1.42431149652705e+19 0 171863 30
0 8 21517938 545222295518445880 0 431739 5
0 8 24083808 545222295518445648 0 487438 7
0 2 6490383 545222295518445592 6 815662 2
1 9 3384268 1.42431149652705e+19 3 337589 23
0 6 10592821 545222295518445976 0 917253 7
0 8 32823819 545222295518446064 0 648157 27
1 10 6767940 1.42431149652705e+19 5 683085 28
0 4 2248930 545222295518445632 3 279650 19
1 11 6060134 1.42431149652705e+19 3 606478 5
0 9 406414 545222295518445872 0 21887 5
0 9 4969376 545222295518445840 1 159851 24
0 8 30721356 545222295518445952 1 601025 29
0 6 192319 545222295518445648 0 13759 13
0 2 572070 545222295518445600 2 64893 27
1 9 4986709 1.42431149652705e+19 5 494594 23
0 8 14645232 545222295518445872 0 289650 3
1 7 24959 1.42431149652705e+19 5 29032 25
1 3 4578971 1.42431149652705e+19 5 457999 18
1 9 1374399 1.42431149652705e+19 3 125263 16
0 0 2848645 545222295518445648 0 346005 20
0 9 27268320 545222295518445856 4 863455 27
0 1 7520372 545222295518445632 3 944912 5
1 4 3643009 1.42431149652705e+19 4 354000 19
1 7 7104783 1.42431149652705e+19 0 571914 27
0 5 1862973 545222295518445632 3 217988 9
1 10 5866164 1.42431149652705e+19 2 586456 8
0 7 2080982 545222295518445944 5 91740 19
0 7 6842406 545222295518445648 0 293009 21
0 6 4916533 545222295518445584 6 442499 31
0 7 7269662 545222295518445632 3 307730 18
0 9 7006611 545222295518446064 0 223159 12
1 7 7425478 1.42431149652705e+19 4 594603 22
1 0 390900 1.42431149652705e+19 6 42610 16
0 3 5132103 545222295518445632 3 637046 6
0 7 1913801 545222295518445592 6 90351 29
1 9 6863263 1.42431149652705e+19 5 694172 4
0 11 6639403 545222295518445568 5 842366 26
0 7 19081610 545222295518445920 4 788337 18
0 9 20619347 545222295518445864 3 654913 30
0 2 1829609 545222295518445600 2 236236 27
0 9 15171945 545222295518445648 0 489409 2
1 7 10808775 1.42431149652705e+19 5 891061 29
0 1 775331 545222295518445592 6 93161 30
0 8 16589059 545222295518445976 0 314910 13
0 9 5251908 545222295518446064 0 169342 12
1 5 9522820 1.42431149652705e+19 0 935017 14
0 0 4266091 545222295518445592 6 539208 15
0 0 173328 545222295518445648 0 23879 22
0 7 6883593 545222295518445568 5 294575 9
0 8 13288335 545222295518445840 1 271194 21
1 6 2414473 1.42431149652705e+19 2 225152 21
1 7 3822312 1.42431149652705e+19 6 310789 21
0 5 2603037 545222295518445656 0 303549 11
1 7 6344034 1.42431149652705e+19 4 518042 28
0 10 7134054 545222295518445592 6 817542 16
1 0 8249999 1.42431149652705e+19 0 815305 7
0 10 2126991 545222295518445584 6 249393 13
0 7 2312487 545222295518445752 4 101553 2
0 0 4648706 545222295518445664 4 563526 16
1 11 2409903 1.42431149652705e+19 0 239657 5
0 8 9939631 545222295518446048 0 204222 3
0 5 885621 545222295518445592 6 106998 24
0 9 18521146 545222295518445856 4 595200 6
0 7 2357757 545222295518445848 1 103400 6
1 8 8648018 1.42431149652705e+19 0 734230 10
0 8 28917009 545222295518446064 0 575628 18
0 11 2474334 545222295518445584 6 315173 18
0 5 7308356 545222295518445632 3 854299 1
1 10 3319431 1.42431149652705e+19 0 324515 29
1 10 2581947 1.42431149652705e+19 5 258442 23
0 9 19951450 545222295518446064 0 636761 30
0 8 3219411 545222295518445648 0 72038 8
0 0 5414291 545222295518445664 4 666999 17
0 10 4642454 545222295518445584 6 532093 3
1 9 3373469 1.42431149652705e+19 5 335519 30
1 4 6644636 1.42431149652705e+19 6 666420 27
1 1 816169 1.42431149652705e+19 3 78393 16
1 9 5258838 1.42431149652705e+19 4 514204 24
0 8 42190872 545222295518445936 1 827742 21
0 9 106036 545222295518445600 2 10838 8
1 9 1496341 1.42431149652705e+19 0 140299 5
0 8 33917182 545222295518445792 4 682451 2
1 4 169894 1.42431149652705e+19 2 9093 17
0 5 7753776 545222295518445584 6 908497 3
0 8 32675179 545222295518445888 4 655324 5
0 11 319515 545222295518445592 6 37822 18
1 10 6118302 1.42431149652705e+19 5 615224 2
1 3 5757919 1.42431149652705e+19 5 583436 5
0 8 49289688 545222295518445880 0 971368 18
0 1 6589225 545222295518445664 4 810099 27
0 9 29567037 545222295518446064 0 929103 22
0 8 28020728 545222295518445592 6 567274 23
1 11 2348426 1.42431149652705e+19 0 230022 21
1 10 198885 1.42431149652705e+19 3 7751 13
0 6 622048 545222295518445592 6 63223 7
0 0 1027257 545222295518445592 6 125816 1
0 2 4809465 545222295518445600 2 603228 13
1 0 1507022 1.42431149652705e+19 4 134865 14
0 2 3492416 545222295518445600 2 438418 0
1 4 9594840 1.42431149652705e+19 5 965323 6
0 8 4660086 545222295518445632 3 99242 26
0 4 2419515 545222295518445584 6 307948 11
1 1 7891017 1.42431149652705e+19 5 800389 19
1 3 9984678 1.42431149652705e+19 0 991302 9
0 9 8809554 545222295518446048 0 279520 17
0 4 7715888 545222295518445600 2 953375 21
0 8 10812421 545222295518445592 6 222484 20
1 8 2497870 1.42431149652705e+19 0 202042 18
0 9 16476291 545222295518445592 6 530016 18
1 3 1869358 1.42431149652705e+19 2 184885 26
0 9 19423132 545222295518445648 0 625127 19
0 0 7158236 545222295518445664 4 883345 19
1 1 4197047 1.42431149652705e+19 5 427406 18
1 9 3646694 1.42431149652705e+19 0 354600 4
0 7 9543170 545222295518445840 1 404305 30
1 7 84602 1.42431149652705e+19 5 3020 1
0 10 7285480 545222295518445872 0 807762 28
1 8 4445049 1.42431149652705e+19 6 389934 19
0 9 27153349 545222295518445584 6 872350 27
1 7 5623634 1.42431149652705e+19 5 462973 29
0 8 6749354 545222295518445856 4 126177 7
0 7 14204880 545222295518446008 4 587702 24
0 8 46393633 545222295518446048 0 916567 11
0 7 133271 545222295518445648 0 11067 11
1 5 1720904 1.42431149652705e+19 6 177693 28
1 0 826086 1.42431149652705e+19 3 82420 17
0 4 6202461 545222295518445648 0 760547 17
1 8 4250513 1.42431149652705e+19 3 363335 19
1 10 3986872 1.42431149652705e+19 4 387156 9
1 2 2098891 1.42431149652705e+19 6 215886 2
1 0 4318426 1.42431149652705e+19 6 436181 16
0 8 18256364 545222295518445808 1 368535 2
0 7 11861811 545222295518445656 0 500461 20
1 9 3904918 1.42431149652705e+19 5 391196 26
1 5 4964729 1.42431149652705e+19 0 487537 26
0 1 6368487 545222295518445584 6 805696 28
0 3 3048988 545222295518445656 0 367203 4
0 9 17370799 545222295518445592 6 559598 16
1 2 9623522 1.42431149652705e+19 0 957861 15
0 3 5500451 545222295518445600 2 685745 10
0 9 27972441 545222295518446064 0 881173 31
0 9 29412858 545222295518446040 0 922425 24
0 9 25865653 545222295518445800 5 829144 21
0 5 3569075 545222295518445568 5 421883 5
1 11 5070792 1.42431149652705e+19 6 517227 18
1 3 2391745 1.42431149652705e+19 5 250999 1
0 0 1201087 545222295518445664 4 134352 12
0 9 23632083 545222295518445984 0 752938 26
0 10 7917347 545222295518445656 0 899709 27
0 8 42145990 545222295518445928 5 841332 2
1 3 5577118 1.42431149652705e+19 0 548395 11
0 8 27159094 545222295518446048 0 533650 18
1 7 10678954 1.42431149652705e+19 6 884431 11
0 9 4218387 545222295518446048 0 136651 25
1 1 4927846 1.42431149652705e+19 6 498526 2
0 8 33063457 545222295518445880 0 660313 13
1 2 6279484 1.42431149652705e+19 0 619143 0
1 5 7718109 1.42431149652705e+19 5 768745 16
0 7 14595860 545222295518445656 0 617377 29
0 3 3116513 545222295518445584 6 394736 19
0 7 12505400 545222295518445664 4 527208 4
1 11 1775146 1.42431149652705e+19 3 181443 18
1 3 2539190 1.42431149652705e+19 5 258253 31
0 8 23873175 545222295518445872 0 474305 12
1 10 5987323 1.42431149652705e+19 0 587952 12
1 11 5068240 1.42431149652705e+19 2 505969 2
1 9 1177875 1.42431149652705e+19 0 108045 26
0 9 5510918 545222295518446064 0 162267 3
0 8 13225833 545222295518445664 4 272521 18
0 8 11367777 545222295518446016 4 218196 16
1 6 6955173 1.42431149652705e+19 5 654454 22
1 4 7151130 1.42431149652705e+19 0 705250 18
1 5 4377670 1.42431149652705e+19 5 440170 7
1 11 4816039 1.42431149652705e+19 2 481362 21
0 6 10100748 545222295518445664 4 898330 3
0 7 16311737 545222295518446064 0 680232 30
0 8 35045817 545222295518446048 0 697104 0
0 4 7665983 545222295518445600 2 948660 27
1 1 9111128 1.42431149652705e+19 3 907431 25
1 10 4835456 1.42431149652705e+19 0 473270 9
0 11 3755395 545222295518445584 6 477613 4
0 6 2224462 545222295518445656 0 199186 2
0 5 8243642 545222295518445592 6 964296 11
0 8 48047363 545222295518445928 5 961971 17
0 3 5390850 545222295518445656 0 667993 2
0 10 6345182 545222295518445568 5 729031 4
1 0 432837 1.42431149652705e+19 5 53908 18
1 5 7332850 1.42431149652705e+19 6 732658 31
0 10 838065 545222295518445648 0 96003 3
0 11 232208 545222295518445664 4 25482 25
1 9 7549854 1.42431149652705e+19 6 754593 17
0 10 3713183 545222295518445584 6 428875 19
0 11 4165701 545222295518445648 0 518125 3
0 7 7292867 545222295518445976 0 302689 17
1 9 8273281 1.42431149652705e+19 5 822850 10
0 8 3961507 545222295518445856 4 67853 31
0 5 5143584 545222295518445664 4 595735 4
1 11 4180569 1.42431149652705e+19 3 407778 10
0 9 15475236 545222295518445648 0 497000 21
0 5 5010237 545222295518445600 2 586148 30
0 8 32277772 545222295518446040 0 646077 27
0 1 2989819 545222295518445592 6 380400 2
1 2 2809485 1.42431149652705e+19 5 291533 31
0 5 5878330 545222295518445600 2 688324 13
0 9 8246106 545222295518445872 0 264010 29
1 3 460692 1.42431149652705e+19 0 36033 23
0 8 15850205 545222295518445808 1 325376 19
1 3 7741214 1.42431149652705e+19 0 766741 3
0 3 4173584 545222295518445568 5 529206 29
1 11 5939345 1.42431149652705e+19 0 583695 14
0 9 17326865 545222295518446064 0 537195 7
0 8 43094086 545222295518445864 3 860247 28
0 10 1242170 545222295518445600 2 141847 18
1 3 7547753 1.42431149652705e+19 4 744501 23
1 4 3632787 1.42431149652705e+19 6 369679 15
0 8 37812973 545222295518445728 1 757790 18
1 8 4386461 1.42431149652705e+19 5 374371 9
1 8 4437830 1.42431149652705e+19 5 382324 7
0 11 4449361 545222295518445656 0 546585 5
1 4 9581540 1.42431149652705e+19 5 962502 25
1 11 5508839 1.42431149652705e+19 0 546386 3
1 7 10972715 1.42431149652705e+19 6 899382 5
0 8 24718096 545222295518445928 5 491411 9
1 2 7821975 1.42431149652705e+19 5 788660 7
0 11 3408557 545222295518445664 4 413241 1
0 8 25429506 545222295518445856 4 511255 5
1 9 3606305 1.42431149652705e+19 3 356030 14
1 9 6460669 1.42431149652705e+19 0 638763 31
0 4 3642476 545222295518445664 4 448271 15
0 6 8706469 545222295518445856 4 760117 5
1 6 1699471 1.42431149652705e+19 5 167354 4
0 10 5300178 545222295518445592 6 607047 8
0 9 20156313 545222295518446064 0 632540 30
0 7 23290941 545222295518445824 5 978435 9
0 9 19341403 545222295518445872 0 614807 16
1 5 9844505 1.42431149652705e+19 6 975885 14
1 7 7922378 1.42431149652705e+19 6 651984 31
0 9 29062814 545222295518445880 0 920686 28
0 7 23298114 545222295518445920 4 971492 16
1 8 6389457 1.42431149652705e+19 4 524507 25
0 8 19877475 545222295518445664 4 404413 20
1 4 9395642 1.42431149652705e+19 6 942513 2
0 2 3549189 545222295518445600 2 446566 24
0 7 1498270 545222295518445632 3 69191 6
1 2 6618842 1.42431149652705e+19 0 652588 4
1 0 7220600 1.42431149652705e+19 2 722353 19
1 4 7321067 1.42431149652705e+19 5 732899 21
1 10 307004 1.42431149652705e+19 4 5620 8
0 10 8352759 545222295518445736 0 949054 29
1 5 6718610 1.42431149652705e+19 5 673335 11
0 5 6949263 545222295518445584 6 813148 20
0 6 5446139 545222295518445664 4 488450 25
1 7 8926000 1.42431149652705e+19 0 726121 26
1 9 2849832 1.42431149652705e+19 6 286934 18
0 8 35693045 545222295518445944 5 709845 21
0 8 44047991 545222295518445880 0 861631 24
0 8 2278573 545222295518446040 0 40924 16
1 11 7775442 1.42431149652705e+19 6 779693 2
1 1 5345849 1.42431149652705e+19 6 540970 16
1 6 2421921 1.42431149652705e+19 6 242279 14
0 9 13402954 545222295518445584 6 434038 4
0 6 7171691 545222295518445600 2 641482 6
1 10 6260062 1.42431149652705e+19 5 629750 29
0 8 31168684 545222295518445864 3 623237 19
1 5 4426244 1.42431149652705e+19 5 441449 2
1 8 3092400 1.42431149652705e+19 2 270198 15
0 9 928030 545222295518446032 0 7916 20
1 11 9334155 1.42431149652705e+19 5 946838 14
0 4 5777785 545222295518445656 0 711797 27
0 8 16331240 545222295518445600 2 334464 31
0 8 11060802 545222295518446048 0 216260 0
0 3 3781248 545222295518445656 0 466685 23
0 7 10438138 545222295518446016 4 434469 16
1 6 344832 1.42431149652705e+19 5 47191 25
0 2 1670937 545222295518445664 4 193206 28
1 6 6735960 1.42431149652705e+19 4 620075 21
0 6 183751 545222295518445648 0 20627 10
1 1 4925143 1.42431149652705e+19 0 486579 19
0 7 18752406 545222295518446032 0 765679 14
1 2 795999 1.42431149652705e+19 6 90233 24
1 9 4518791 1.42431149652705e+19 2 452088 14
0 8 48885812 545222295518445920 4 975499 28
0 8 220434 545222295518445664 4 28027 15
0 5 6699866 545222295518445600 2 784352 22
1 4 3286024 1.42431149652705e+19 6 332053 12
0 9 20191624 545222295518445656 0 649176 27
0 8 23560155 545222295518445632 3 478134 2
1 0 8390943 1.42431149652705e+19 5 837521 13
0 9 25368165 545222295518445752 4 811446 30
0 8 13534429 545222295518445864 3 267261 22
0 8 38715295 545222295518445752 4 776759 31
1 4 9595716 1.42431149652705e+19 5 960336 3
0 9 5929876 545222295518446048 0 181715 11
1 11 8941990 1.42431149652705e+19 4 882004 16
0 9 22192455 545222295518445856 4 701612 3
0 8 5979067 545222295518446048 0 118855 22
0 7 5746671 545222295518445664 4 245483 9
1 7 2227914 1.42431149652705e+19 0 156013 27
1 6 10253155 1.42431149652705e+19 5 972423 0
0 8 38729313 545222295518445864 3 769118 17
1 2 4637651 1.42431149652705e+19 5 476675 30
1 11 1202315 1.42431149652705e+19 4 110035 12
1 0 5776535 1.42431149652705e+19 0 576269 2
0 7 22351087 545222295518445968 0 936225 19
0 9 28726720 545222295518446040 0 914406 23
1 4 7352582 1.42431149652705e+19 3 727608 1
1 9 4718437 1.42431149652705e+19 2 460959 15
0 8 25164736 545222295518445880 0 494044 18
0 11 2837425 545222295518445592 6 361489 0
0 2 246276 545222295518445568 5 31488 1
0 8 43919482 545222295518445632 3 881972 12
0 9 13154251 545222295518446064 0 409647 31
0 7 8432170 545222295518445600 2 360153 20
1 0 2530332 1.42431149652705e+19 2 246178 27
0 6 3921071 545222295518445880 0 330200 4
1 0 3477130 1.42431149652705e+19 5 346311 12
1 11 7761243 1.42431149652705e+19 6 790102 13
0 8 12188924 545222295518445584 6 248452 3
1 7 5749800 1.42431149652705e+19 5 476765 22
1 0 3966695 1.42431149652705e+19 0 396740 21
0 0 4268358 545222295518445592 6 543251 20
1 7 10277117 1.42431149652705e+19 6 846515 15
1 3 2057265 1.42431149652705e+19 6 209929 17
0 6 11094967 545222295518445656 0 987591 1
0 11 2391216 545222295518445600 2 302538 3
1 10 1079920 1.42431149652705e+19 2 108710 29
1 11 3474689 1.42431149652705e+19 5 354823 30
1 11 5992971 1.42431149652705e+19 3 593253 6
1 6 5957879 1.42431149652705e+19 5 561507 12
0 2 2782913 545222295518445592 6 355971 23
0 4 97535 545222295518445600 2 335 25
0 8 25191887 545222295518445936 1 501086 27
1 2 4715369 1.42431149652705e+19 5 478589 2
1 6 111586 1.42431149652705e+19 6 7386 12
0 8 32307176 545222295518446040 0 631928 2
0 8 47788498 545222295518445944 5 954509 28
0 0 2885580 545222295518445656 0 346241 16
0 7 19618559 545222295518445880 0 824332 29
0 7 13517758 545222295518446040 0 560824 0
0 7 19015955 545222295518445792 4 801635 16
1 10 4052271 1.42431149652705e+19 6 413004 30
1 6 8815883 1.42431149652705e+19 4 814250 20
0 7 9942397 545222295518445600 2 423394 5
0 3 5057991 545222295518445656 0 626393 5
0 9 18587194 545222295518446064 0 592505 11
1 8 3781189 1.42431149652705e+19 3 314638 1
1 7 2968919 1.42431149652705e+19 5 230855 2
1 10 6921919 1.42431149652705e+19 4 677222 18
0 1 875092 545222295518445632 3 110744 12
1 2 7225564 1.42431149652705e+19 5 723490 10
0 8 26333596 545222295518445872 0 519744 31
0 0 6998716 545222295518445592 6 883203 3
0 8 19398901 545222295518445872 0 376993 16
0 8 45710723 545222295518445808 1 915961 25
0 7 179486 545222295518445648 0 6201 4
0 9 25782625 545222295518445816 1 824274 24
0 7 11896613 545222295518445632 3 505023 16
1 9 6514014 1.42431149652705e+19 6 649859 2
1 3 2386577 1.42431149652705e+19 0 227613 18
0 3 792954 545222295518445592 6 100615 23
0 5 5240441 545222295518445632 3 614299 6
0 7 6487718 545222295518445800 5 276190 26
1 4 626915 1.42431149652705e+19 2 62041 3
1 4 9583002 1.42431149652705e+19 0 946355 12
0 9 11145020 545222295518446048 0 340821 31
1 1 8906045 1.42431149652705e+19 3 884282 12
1 2 7900115 1.42431149652705e+19 0 781651 5
1 1 4416908 1.42431149652705e+19 2 445919 30
0 9 12377633 545222295518445888 4 385039 27
1 0 9089763 1.42431149652705e+19 5 918827 16
0 9 18128301 545222295518445728 1 581844 17
0 3 6000006 545222295518445656 0 742091 4
0 0 6763230 545222295518445664 4 830928 31
0 8 28707447 545222295518445920 4 573100 0
1 7 9113002 1.42431149652705e+19 6 755346 28
1 0 7964897 1.42431149652705e+19 6 803394 16
0 8 32433922 545222295518445856 4 641514 23
1 9 8430209 1.42431149652705e+19 0 828094 5
0 6 7811240 545222295518445872 0 676088 21
0 8 45548275 545222295518445664 4 915451 14
1 7 9565925 1.42431149652705e+19 6 791970 6
0 7 15273617 545222295518445648 0 646788 27
0 8 2780277 545222295518446040 0 46232 5
0 8 10251197 545222295518445880 0 193783 1
1 9 892286 1.42431149652705e+19 0 70742 19
0 9 12240026 545222295518445584 6 396375 10
1 7 3458187 1.42431149652705e+19 5 293720 23
1 2 21364 1.42431149652705e+19 5 18572 19
0 8 20175973 545222295518446008 4 396022 22
0 8 12318940 545222295518446040 0 246354 31
0 5 7667016 545222295518445592 6 895585 1
1 7 10894729 1.42431149652705e+19 4 886781 15
0 9 13975924 545222295518445656 0 452433 27
1 1 5981994 1.42431149652705e+19 6 603368 28
0 6 6372358 545222295518445600 2 570694 26
1 5 3716216 1.42431149652705e+19 4 350633 26
1 2 3458777 1.42431149652705e+19 5 358205 24
0 7 2650432 545222295518445856 4 109940 19
1 10 9395324 1.42431149652705e+19 5 943783 18
0 8 13034206 545222295518445880 0 263085 14
0 9 8405947 545222295518445856 4 267572 16
0 8 44140120 545222295518445864 3 876439 20
0 9 1381763 545222295518446040 0 32934 13
1 5 677458 1.42431149652705e+19 5 66025 15
0 2 5031788 545222295518445584 6 638058 5
1 10 9125564 1.42431149652705e+19 0 904959 22
0 8 22948345 545222295518446040 0 459466 6
0 9 12105014 545222295518445880 0 373543 28
1 6 1748254 1.42431149652705e+19 5 181553 11
0 4 5557427 545222295518445656 0 677342 2
1 9 9823952 1.42431149652705e+19 0 971091 27
1 8 2595669 1.42431149652705e+19 5 237005 13
0 1 6684514 545222295518445584 6 845389 11
1 3 3640278 1.42431149652705e+19 6 368241 20
1 8 2661446 1.42431149652705e+19 5 238623 28
1 4 946215 1.42431149652705e+19 6 94119 4
1 1 4026189 1.42431149652705e+19 6 401534 22
0 7 21575558 545222295518445656 0 909545 31
0 3 1210475 545222295518445656 0 146342 9
0 8 29456763 545222295518445928 5 577671 3
1 4 936956 1.42431149652705e+19 4 80734 21
0 4 2912925 545222295518445632 3 361929 30
1 2 2758508 1.42431149652705e+19 0 269738 16
1 1 4368643 1.42431149652705e+19 5 453385 14
1 4 1979176 1.42431149652705e+19 6 203549 13
0 9 11688535 545222295518445648 0 379253 7
0 0 3813916 545222295518445568 5 490268 27
0 8 47513704 545222295518446040 0 951185 13
0 1 6175255 545222295518445664 4 761942 10
0 11 743285 545222295518445568 5 105910 19
1 4 7295813 1.42431149652705e+19 4 720717 26
0 7 22584011 545222295518445888 4 945690 27
0 8 11339162 545222295518445856 4 218142 29
0 2 6964779 545222295518445632 3 872263 30
0 9 23680350 545222295518446040 0 749743 27
1 11 3401837 1.42431149652705e+19 5 352604 8
0 8 34505683 545222295518445864 3 683019 27
1 7 1510663 1.42431149652705e+19 5 135371 20
1 11 2601452 1.42431149652705e+19 2 255411 3
0 9 27918837 545222295518446032 0 886250 20
1 7 4425226 1.42431149652705e+19 4 359201 17
0 4 7117389 545222295518445568 5 886608 18
0 8 11148548 545222295518445968 0 227683 11
0 8 5995093 545222295518445984 0 105444 6
0 1 2958058 545222295518445584 6 376319 23
1 2 6714563 1.42431149652705e+19 6 675685 21
0 8 21995257 545222295518445952 1 437585 31
0 10 2679173 545222295518445600 2 308407 30
0 1 1034088 545222295518445584 6 144613 2
0 5 2578234 545222295518445600 2 303353 26
0 7 11959585 545222295518445984 0 489006 30
0 9 7319427 545222295518445592 6 240981 28
1 2 9766456 1.42431149652705e+19 4 963355 12
0 1 6308856 545222295518445648 0 781052 0
1 6 7989548 1.42431149652705e+19 2 747822 20
1 5 3362978 1.42431149652705e+19 2 332799 2
0 3 1545333 545222295518445648 0 190062 21
0 8 15758437 545222295518445720 1 322625 15
0 0 4891097 545222295518445664 4 600545 29
0 8 28540177 545222295518445920 4 567024 18
1 8 9706828 1.42431149652705e+19 0 809596 17
1 3 1312775 1.42431149652705e+19 3 124771 29
0 7 17435908 545222295518445656 0 736299 27
0 10 6623059 545222295518445568 5 761885 6
1 9 7285341 1.42431149652705e+19 6 726134 26
1 1 2903827 1.42431149652705e+19 2 285492 17
0 4 1112518 545222295518445600 2 139972 24
0 8 41918413 545222295518445600 2 842193 23
0 6 7922000 545222295518445568 5 709936 17
1 1 156544 1.42431149652705e+19 2 19716 14
1 4 8782064 1.42431149652705e+19 6 881470 11
0 9 24410689 545222295518445744 0 781949 13
0 8 15638499 545222295518445848 1 318576 5
0 4 5714290 545222295518445568 5 712887 26
0 2 3141599 545222295518445648 0 385865 19
0 5 304814 545222295518445568 5 39174 13
0 8 47376432 545222295518445888 4 949415 22
0 0 7609707 545222295518445584 6 959141 10
0 7 2328067 545222295518445632 3 106845 28
0 5 6082883 545222295518445568 5 717687 31
0 3 250797 545222295518445568 5 33981 15
1 9 6080967 1.42431149652705e+19 5 606159 1
0 6 9016029 545222295518445592 6 805281 30
1 1 2400584 1.42431149652705e+19 5 243727 21
0 0 5001644 545222295518445600 2 626932 22
1 7 7178356 1.42431149652705e+19 6 591435 29
0 9 20175769 545222295518446064 0 633144 6
0 7 20115521 545222295518445592 6 847532 14
0 0 913670 545222295518445656 0 94017 23
1 7 981329 1.42431149652705e+19 0 81392 1
1 5 8718348 1.42431149652705e+19 2 860380 28
0 9 576525 545222295518445864 3 8607 24
0 9 14186125 545222295518445744 0 458136 2
0 7 18455502 545222295518446048 0 769348 18
1 10 2434760 1.42431149652705e+19 4 233637 27
1 7 4887260 1.42431149652705e+19 5 401262 27
0 9 1115297 545222295518445648 0 47615 18
1 6 8559466 1.42431149652705e+19 6 803344 0
0 8 35997000 545222295518445920 4 702630 21
0 8 10196212 545222295518445880 0 208922 9
0 8 13556405 545222295518446032 0 270493 19
0 8 22296590 545222295518446032 0 435950 3
0 8 29760343 545222295518446008 4 591459 5
0 9 16107623 545222295518445792 4 517035 18
0 8 6029925 545222295518446048 0 122273 1
0 6 11044919 545222295518445656 0 984303 17
